budget,dataset,model,method,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,minority_recall_mean,minority_recall_std,noise_precision_deleted_mean,noise_precision_deleted_std,clean_minority_deletion_rate_mean,clean_minority_deletion_rate_std
0.2,ecoli,lr,class_proportional,0.8496,0.0227,0.8176,0.0354,0.8316,0.0577,0.3609,0.0476,0.0043,0.0097
0.2,ecoli,lr,crcc_m,0.8472,0.027,0.8085,0.0383,0.8421,0.0744,0.2696,0.05,0.0,0.0
0.2,ecoli,lr,crcc_p_l0,0.8496,0.0227,0.8176,0.0354,0.8316,0.0577,0.3609,0.0476,0.0043,0.0097
0.2,ecoli,lr,crcc_p_l025,0.8496,0.0227,0.8176,0.0354,0.8316,0.0577,0.3609,0.0476,0.0043,0.0097
0.2,ecoli,lr,crcc_p_l05,0.8496,0.0227,0.8176,0.0354,0.8316,0.0577,0.3609,0.0476,0.0043,0.0097
0.2,ecoli,lr,crcc_p_l10,0.8496,0.0227,0.8176,0.0354,0.8316,0.0577,0.3609,0.0476,0.0043,0.0097
0.2,ecoli,lr,global_top_loss,0.5579,0.06,0.539,0.0965,0.1158,0.12,0.5087,0.085,0.4261,0.0546
0.2,ecoli,lr,no_cleaning,0.6353,0.0639,0.659,0.0821,0.2737,0.1257,0.0,0.0,0.0,0.0
0.2,ecoli,lr,oracle_deletion,0.8155,0.0773,0.8433,0.0622,0.6526,0.1689,1.0,0.0,0.0,0.0
0.2,ecoli,lr,random_deletion,0.648,0.0895,0.67,0.116,0.3053,0.1761,0.1304,0.0554,0.1087,0.0532
0.2,phoneme,hgb,class_proportional,0.7998,0.0224,0.803,0.0228,0.7065,0.0336,0.3163,0.0106,0.0306,0.005
0.2,phoneme,hgb,crcc_m,0.8099,0.0165,0.8067,0.0163,0.7418,0.0245,0.2481,0.0066,0.0113,0.0017
0.2,phoneme,hgb,crcc_p_l0,0.7998,0.0224,0.803,0.0228,0.7065,0.0336,0.3163,0.0106,0.0306,0.005
0.2,phoneme,hgb,crcc_p_l025,0.7998,0.0224,0.803,0.0228,0.7065,0.0336,0.3163,0.0106,0.0306,0.005
0.2,phoneme,hgb,crcc_p_l05,0.7998,0.0224,0.803,0.0228,0.7065,0.0336,0.3163,0.0106,0.0306,0.005
0.2,phoneme,hgb,crcc_p_l10,0.7998,0.0224,0.803,0.0228,0.7065,0.0336,0.3163,0.0106,0.0306,0.005
0.2,phoneme,hgb,global_top_loss,0.6336,0.0274,0.6444,0.0375,0.2789,0.0529,0.4884,0.0362,0.3519,0.0289
0.2,phoneme,hgb,no_cleaning,0.6762,0.009,0.6985,0.0109,0.3812,0.017,0.0,0.0,0.0,0.0
0.2,phoneme,hgb,oracle_deletion,0.7535,0.0113,0.7833,0.0124,0.533,0.0201,1.0,0.0,0.0,0.0
0.2,phoneme,hgb,random_deletion,0.6715,0.0225,0.6924,0.0268,0.3747,0.042,0.1291,0.0212,0.1077,0.0144
0.2,phoneme,lr,class_proportional,0.7465,0.0159,0.7405,0.0148,0.6662,0.0263,0.3045,0.007,0.019,0.0057
0.2,phoneme,lr,crcc_m,0.7569,0.0106,0.7468,0.0096,0.6954,0.0182,0.2323,0.0013,0.0059,0.0035
0.2,phoneme,lr,crcc_p_l0,0.7465,0.0159,0.7405,0.0148,0.6662,0.0263,0.3045,0.007,0.019,0.0057
0.2,phoneme,lr,crcc_p_l025,0.7465,0.0159,0.7405,0.0148,0.6662,0.0263,0.3045,0.007,0.019,0.0057
0.2,phoneme,lr,crcc_p_l05,0.7465,0.0159,0.7405,0.0148,0.6662,0.0263,0.3045,0.007,0.019,0.0057
0.2,phoneme,lr,crcc_p_l10,0.7465,0.0159,0.7405,0.0148,0.6662,0.0263,0.3045,0.007,0.019,0.0057
0.2,phoneme,lr,global_top_loss,,,,,,,,,,
0.2,phoneme,lr,no_cleaning,0.503,0.0038,0.4204,0.0082,0.0061,0.0077,0.0,0.0,0.0,0.0
0.2,phoneme,lr,oracle_deletion,0.5366,0.003,0.4908,0.0065,0.0797,0.0084,1.0,0.0,0.0,0.0
0.2,phoneme,lr,random_deletion,0.5018,0.0017,0.4177,0.0037,0.0035,0.0034,0.1291,0.0212,0.1077,0.0144
0.2,pima,hgb,class_proportional,0.635,0.0399,0.6402,0.0436,0.406,0.0591,0.2295,0.0259,0.0614,0.013
0.2,pima,hgb,crcc_m,0.6503,0.0411,0.6554,0.0417,0.4687,0.0728,0.1818,0.029,0.0182,0.0172
0.2,pima,hgb,crcc_p_l0,0.635,0.0399,0.6402,0.0436,0.406,0.0591,0.2295,0.0259,0.0614,0.013
0.2,pima,hgb,crcc_p_l025,0.635,0.0399,0.6402,0.0436,0.406,0.0591,0.2295,0.0259,0.0614,0.013
0.2,pima,hgb,crcc_p_l05,0.635,0.0399,0.6402,0.0436,0.406,0.0591,0.2295,0.0259,0.0614,0.013
0.2,pima,hgb,crcc_p_l10,0.635,0.0399,0.6402,0.0436,0.406,0.0591,0.2295,0.0259,0.0614,0.013
0.2,pima,hgb,global_top_loss,0.5405,0.0423,0.4817,0.0711,0.0985,0.0835,0.4068,0.0246,0.4023,0.0285
0.2,pima,hgb,no_cleaning,0.5597,0.0336,0.5346,0.0475,0.1851,0.0584,0.0,0.0,0.0,0.0
0.2,pima,hgb,oracle_deletion,0.6104,0.0337,0.6033,0.0435,0.2657,0.0488,1.0,0.0,0.0,0.0
0.2,pima,hgb,random_deletion,0.5564,0.031,0.5328,0.0411,0.1881,0.0502,0.1227,0.0187,0.0955,0.0382
0.2,pima,lr,class_proportional,0.7274,0.0361,0.7283,0.0365,0.6388,0.0488,0.2773,0.0285,0.0386,0.0285
0.2,pima,lr,crcc_m,0.7238,0.0333,0.7221,0.0337,0.6507,0.0502,0.2045,0.018,0.0159,0.0152
0.2,pima,lr,crcc_p_l0,0.7274,0.0361,0.7283,0.0365,0.6388,0.0488,0.2773,0.0285,0.0386,0.0285
0.2,pima,lr,crcc_p_l025,0.7274,0.0361,0.7283,0.0365,0.6388,0.0488,0.2773,0.0285,0.0386,0.0285
0.2,pima,lr,crcc_p_l05,0.7274,0.0361,0.7283,0.0365,0.6388,0.0488,0.2773,0.0285,0.0386,0.0285
0.2,pima,lr,crcc_p_l10,0.7274,0.0361,0.7283,0.0365,0.6388,0.0488,0.2773,0.0285,0.0386,0.0285
0.2,pima,lr,global_top_loss,0.5103,0.0086,0.4185,0.0174,0.0239,0.017,0.4432,0.041,0.4886,0.0278
0.2,pima,lr,no_cleaning,0.5385,0.0203,0.4769,0.0352,0.0866,0.0386,0.0,0.0,0.0,0.0
0.2,pima,lr,oracle_deletion,0.5958,0.0362,0.5736,0.053,0.206,0.0734,1.0,0.0,0.0,0.0
0.2,pima,lr,random_deletion,0.5464,0.0184,0.4948,0.0353,0.1104,0.043,0.1227,0.0187,0.0955,0.0382
0.2,yeast,hgb,class_proportional,0.7084,0.0329,0.705,0.0275,0.518,0.0682,0.2886,0.0149,0.0411,0.0102
0.2,yeast,hgb,crcc_m,0.7189,0.0326,0.6933,0.024,0.5803,0.0662,0.2237,0.0144,0.0164,0.011
0.2,yeast,hgb,crcc_p_l0,0.7084,0.0329,0.705,0.0275,0.518,0.0682,0.2886,0.0149,0.0411,0.0102
0.2,yeast,hgb,crcc_p_l025,0.7084,0.0329,0.705,0.0275,0.518,0.0682,0.2886,0.0149,0.0411,0.0102
0.2,yeast,hgb,crcc_p_l05,0.7084,0.0329,0.705,0.0275,0.518,0.0682,0.2886,0.0149,0.0411,0.0102
0.2,yeast,hgb,crcc_p_l10,0.7084,0.0329,0.705,0.0275,0.518,0.0682,0.2886,0.0149,0.0411,0.0102
0.2,yeast,hgb,global_top_loss,0.6257,0.0294,0.6596,0.0353,0.2656,0.0629,0.484,0.0177,0.3352,0.0206
0.2,yeast,hgb,no_cleaning,0.6181,0.0268,0.6407,0.0313,0.282,0.0536,0.0,0.0,0.0,0.0
0.2,yeast,hgb,oracle_deletion,0.6856,0.0269,0.7174,0.0268,0.4098,0.058,1.0,0.0,0.0,0.0
0.2,yeast,hgb,random_deletion,0.609,0.0293,0.6275,0.0346,0.2754,0.0536,0.1269,0.0181,0.1087,0.0159
0.2,yeast,lr,class_proportional,0.7474,0.0233,0.7121,0.0246,0.6426,0.0455,0.3151,0.0248,0.0347,0.0069
0.2,yeast,lr,crcc_m,0.7528,0.0267,0.7109,0.0235,0.6623,0.0587,0.2393,0.0267,0.0164,0.011
0.2,yeast,lr,crcc_p_l0,0.7474,0.0233,0.7121,0.0246,0.6426,0.0455,0.3151,0.0248,0.0347,0.0069
0.2,yeast,lr,crcc_p_l025,0.7474,0.0233,0.7121,0.0246,0.6426,0.0455,0.3151,0.0248,0.0347,0.0069
0.2,yeast,lr,crcc_p_l05,0.7474,0.0233,0.7121,0.0246,0.6426,0.0455,0.3151,0.0248,0.0347,0.0069
0.2,yeast,lr,crcc_p_l10,0.7474,0.0233,0.7121,0.0246,0.6426,0.0455,0.3151,0.0248,0.0347,0.0069
0.2,yeast,lr,global_top_loss,0.5345,0.0178,0.5236,0.0331,0.0754,0.0377,0.4822,0.0243,0.4721,0.0195
0.2,yeast,lr,no_cleaning,0.5443,0.0125,0.5412,0.0225,0.0951,0.0269,0.0,0.0,0.0,0.0
0.2,yeast,lr,oracle_deletion,0.6257,0.0164,0.6609,0.0212,0.2656,0.0336,1.0,0.0,0.0,0.0
0.2,yeast,lr,random_deletion,0.5355,0.0122,0.5263,0.0229,0.0787,0.0269,0.1269,0.0181,0.1087,0.0159
0.3,credit-g,hgb,class_proportional,0.6013,0.0181,0.6059,0.0199,0.3467,0.0533,0.1708,0.0082,0.0854,0.0045
0.3,credit-g,hgb,crcc_m,0.6185,0.0337,0.6224,0.0357,0.4267,0.0452,0.1319,0.0182,0.0335,0.0123
0.3,credit-g,hgb,crcc_p_l0,0.6013,0.0181,0.6059,0.0199,0.3467,0.0533,0.1708,0.0082,0.0854,0.0045
0.3,credit-g,hgb,crcc_p_l025,0.6013,0.0181,0.6059,0.0199,0.3467,0.0533,0.1708,0.0082,0.0854,0.0045
0.3,credit-g,hgb,crcc_p_l05,0.6013,0.0181,0.6059,0.0199,0.3467,0.0533,0.1708,0.0082,0.0854,0.0045
0.3,credit-g,hgb,crcc_p_l10,0.6013,0.0181,0.6059,0.0199,0.3467,0.0533,0.1708,0.0082,0.0854,0.0045
0.3,credit-g,hgb,global_top_loss,0.5103,0.0098,0.4354,0.023,0.024,0.0239,0.3027,0.0447,0.3395,0.0302
0.3,credit-g,hgb,no_cleaning,0.5442,0.0174,0.5169,0.0273,0.1307,0.0318,0.0,0.0,0.0,0.0
0.3,credit-g,hgb,oracle_deletion,0.572,0.0179,0.5575,0.0247,0.176,0.0304,1.0,0.0,0.0,0.0
0.3,credit-g,hgb,random_deletion,0.5537,0.0104,0.5345,0.0186,0.16,0.0327,0.1232,0.0221,0.1059,0.0118
0.3,credit-g,lr,class_proportional,0.6638,0.0247,0.6578,0.0248,0.5653,0.0407,0.2054,0.0301,0.0638,0.0129
0.3,credit-g,lr,crcc_m,0.6625,0.0159,0.6493,0.0159,0.6027,0.0304,0.1568,0.0206,0.0216,0.0101
0.3,credit-g,lr,crcc_p_l0,0.6638,0.0247,0.6578,0.0248,0.5653,0.0407,0.2054,0.0301,0.0638,0.0129
0.3,credit-g,lr,crcc_p_l025,0.6638,0.0247,0.6578,0.0248,0.5653,0.0407,0.2054,0.0301,0.0638,0.0129
0.3,credit-g,lr,crcc_p_l05,0.6638,0.0247,0.6578,0.0248,0.5653,0.0407,0.2054,0.0301,0.0638,0.0129
0.3,credit-g,lr,crcc_p_l10,0.6638,0.0247,0.6578,0.0248,0.5653,0.0407,0.2054,0.0301,0.0638,0.0129
0.3,credit-g,lr,global_top_loss,0.51,0.0141,0.4325,0.0293,0.02,0.0283,0.327,0.042,0.3432,0.0115
0.3,credit-g,lr,no_cleaning,0.5291,0.0142,0.4775,0.0307,0.072,0.0384,0.0,0.0,0.0,0.0
0.3,credit-g,lr,oracle_deletion,0.5756,0.0272,0.5584,0.0436,0.1707,0.0584,1.0,0.0,0.0,0.0
0.3,credit-g,lr,random_deletion,0.5377,0.0289,0.4928,0.0594,0.096,0.0768,0.1232,0.0221,0.1059,0.0118
0.3,ecoli,hgb,class_proportional,0.7573,0.1244,0.7482,0.1072,0.6316,0.2383,0.25,0.0294,0.0471,0.0123
0.3,ecoli,hgb,crcc_m,0.7941,0.0753,0.751,0.0598,0.7789,0.146,0.1824,0.0223,0.0176,0.0123
0.3,ecoli,hgb,crcc_p_l0,0.7573,0.1244,0.7482,0.1072,0.6316,0.2383,0.25,0.0294,0.0471,0.0123
0.3,ecoli,hgb,crcc_p_l025,0.7573,0.1244,0.7482,0.1072,0.6316,0.2383,0.25,0.0294,0.0471,0.0123
0.3,ecoli,hgb,crcc_p_l05,0.7573,0.1244,0.7482,0.1072,0.6316,0.2383,0.25,0.0294,0.0471,0.0123
0.3,ecoli,hgb,crcc_p_l10,0.7573,0.1244,0.7482,0.1072,0.6316,0.2383,0.25,0.0294,0.0471,0.0123
0.3,ecoli,hgb,global_top_loss,0.653,0.1213,0.6704,0.1494,0.3368,0.2251,0.3588,0.0448,0.2618,0.0242
0.3,ecoli,hgb,no_cleaning,0.6745,0.1196,0.6847,0.1225,0.4105,0.2452,0.0,0.0,0.0,0.0
0.3,ecoli,hgb,oracle_deletion,0.8032,0.0861,0.8224,0.0837,0.6526,0.1516,1.0,0.0,0.0,0.0
0.3,ecoli,hgb,random_deletion,0.6219,0.1253,0.6278,0.1404,0.3053,0.2395,0.1235,0.0594,0.1324,0.0429
0.3,ecoli,lr,class_proportional,0.8417,0.0512,0.7954,0.0587,0.8526,0.0781,0.3206,0.0381,0.0059,0.0081
0.3,ecoli,lr,crcc_m,0.8421,0.0384,0.783,0.0637,0.8842,0.044,0.2206,0.0375,0.0,0.0
0.3,ecoli,lr,crcc_p_l0,0.8417,0.0512,0.7954,0.0587,0.8526,0.0781,0.3206,0.0381,0.0059,0.0081
0.3,ecoli,lr,crcc_p_l025,0.8417,0.0512,0.7954,0.0587,0.8526,0.0781,0.3206,0.0381,0.0059,0.0081
0.3,ecoli,lr,crcc_p_l05,0.8417,0.0512,0.7954,0.0587,0.8526,0.0781,0.3206,0.0381,0.0059,0.0081
0.3,ecoli,lr,crcc_p_l10,0.8417,0.0512,0.7954,0.0587,0.8526,0.0781,0.3206,0.0381,0.0059,0.0081
0.3,ecoli,lr,global_top_loss,0.5,0.0,0.4362,0.0,0.0,0.0,0.3725,0.074,0.3578,0.034
0.3,ecoli,lr,no_cleaning,0.6353,0.0639,0.659,0.0821,0.2737,0.1257,0.0,0.0,0.0,0.0
0.3,ecoli,lr,oracle_deletion,0.8155,0.0773,0.8433,0.0622,0.6526,0.1689,1.0,0.0,0.0,0.0
0.3,ecoli,lr,random_deletion,0.5849,0.0368,0.5882,0.0606,0.1789,0.0798,0.1235,0.0594,0.1324,0.0429
0.3,phoneme,hgb,class_proportional,0.8083,0.0184,0.8057,0.0181,0.7378,0.0274,0.2715,0.0114,0.0372,0.0024
0.3,phoneme,hgb,crcc_m,0.8147,0.0152,0.7992,0.0153,0.7882,0.0187,0.2034,0.0076,0.0146,0.0033
0.3,phoneme,hgb,crcc_p_l0,0.8083,0.0184,0.8057,0.0181,0.7378,0.0274,0.2715,0.0114,0.0372,0.0024
0.3,phoneme,hgb,crcc_p_l025,0.8083,0.0184,0.8057,0.0181,0.7378,0.0274,0.2715,0.0114,0.0372,0.0024
0.3,phoneme,hgb,crcc_p_l05,0.8083,0.0184,0.8057,0.0181,0.7378,0.0274,0.2715,0.0114,0.0372,0.0024
0.3,phoneme,hgb,crcc_p_l10,0.8083,0.0184,0.8057,0.0181,0.7378,0.0274,0.2715,0.0114,0.0372,0.0024
0.3,phoneme,hgb,global_top_loss,0.5893,0.0297,0.5787,0.0461,0.1861,0.0602,0.3661,0.0234,0.3,0.0183
0.3,phoneme,hgb,no_cleaning,0.6762,0.009,0.6985,0.0109,0.3812,0.017,0.0,0.0,0.0,0.0
0.3,phoneme,hgb,oracle_deletion,0.7535,0.0113,0.7833,0.0124,0.533,0.0201,1.0,0.0,0.0,0.0
0.3,phoneme,hgb,random_deletion,0.669,0.0188,0.6892,0.0226,0.3742,0.0324,0.1308,0.0101,0.1098,0.0071
0.3,phoneme,lr,class_proportional,0.7595,0.0086,0.732,0.0086,0.7645,0.0182,0.2622,0.0133,0.037,0.0068
0.3,phoneme,lr,crcc_m,0.7596,0.0085,0.7226,0.0069,0.7983,0.0207,0.2042,0.005,0.0069,0.0021
0.3,phoneme,lr,crcc_p_l0,0.7595,0.0086,0.732,0.0086,0.7645,0.0182,0.2622,0.0133,0.037,0.0068
0.3,phoneme,lr,crcc_p_l025,0.7595,0.0086,0.732,0.0086,0.7645,0.0182,0.2622,0.0133,0.037,0.0068
0.3,phoneme,lr,crcc_p_l05,0.7595,0.0086,0.732,0.0086,0.7645,0.0182,0.2622,0.0133,0.037,0.0068
0.3,phoneme,lr,crcc_p_l10,0.7595,0.0086,0.732,0.0086,0.7645,0.0182,0.2622,0.0133,0.037,0.0068
0.3,phoneme,lr,global_top_loss,,,,,,,,,,
0.3,phoneme,lr,no_cleaning,0.503,0.0038,0.4204,0.0082,0.0061,0.0077,0.0,0.0,0.0,0.0
0.3,phoneme,lr,oracle_deletion,0.5366,0.003,0.4908,0.0065,0.0797,0.0084,1.0,0.0,0.0,0.0
0.3,phoneme,lr,random_deletion,0.5023,0.0044,0.4188,0.0094,0.0045,0.0088,0.1308,0.0101,0.1098,0.0071
0.3,pima,hgb,class_proportional,0.6539,0.0509,0.6593,0.0534,0.4597,0.0892,0.1985,0.0295,0.0773,0.0196
0.3,pima,hgb,crcc_m,0.6593,0.0524,0.6612,0.0522,0.5313,0.0828,0.1591,0.0234,0.0242,0.0136
0.3,pima,hgb,crcc_p_l0,0.6539,0.0509,0.6593,0.0534,0.4597,0.0892,0.1985,0.0295,0.0773,0.0196
0.3,pima,hgb,crcc_p_l025,0.6539,0.0509,0.6593,0.0534,0.4597,0.0892,0.1985,0.0295,0.0773,0.0196
0.3,pima,hgb,crcc_p_l05,0.6539,0.0509,0.6593,0.0534,0.4597,0.0892,0.1985,0.0295,0.0773,0.0196
0.3,pima,hgb,crcc_p_l10,0.6539,0.0509,0.6593,0.0534,0.4597,0.0892,0.1985,0.0295,0.0773,0.0196
0.3,pima,hgb,global_top_loss,0.5229,0.0226,0.4452,0.0462,0.0537,0.0513,0.3212,0.0271,0.3152,0.0218
0.3,pima,hgb,no_cleaning,0.5597,0.0336,0.5346,0.0475,0.1851,0.0584,0.0,0.0,0.0,0.0
0.3,pima,hgb,oracle_deletion,0.6104,0.0337,0.6033,0.0435,0.2657,0.0488,1.0,0.0,0.0,0.0
0.3,pima,hgb,random_deletion,0.584,0.048,0.5694,0.0666,0.2448,0.0982,0.1258,0.0255,0.0955,0.0174
0.3,pima,lr,class_proportional,0.7293,0.0314,0.7209,0.0349,0.6985,0.0414,0.2379,0.0127,0.05,0.0115
0.3,pima,lr,crcc_m,0.7342,0.0209,0.7152,0.0245,0.7612,0.0236,0.1879,0.0136,0.0152,0.0107
0.3,pima,lr,crcc_p_l0,0.7293,0.0314,0.7209,0.0349,0.6985,0.0414,0.2379,0.0127,0.05,0.0115
0.3,pima,lr,crcc_p_l025,0.7293,0.0314,0.7209,0.0349,0.6985,0.0414,0.2379,0.0127,0.05,0.0115
0.3,pima,lr,crcc_p_l05,0.7293,0.0314,0.7209,0.0349,0.6985,0.0414,0.2379,0.0127,0.05,0.0115
0.3,pima,lr,crcc_p_l10,0.7293,0.0314,0.7209,0.0349,0.6985,0.0414,0.2379,0.0127,0.05,0.0115
0.3,pima,lr,global_top_loss,0.5017,0.0024,0.4012,0.0098,0.0075,0.0106,0.3674,0.0161,0.3409,0.0
0.3,pima,lr,no_cleaning,0.5385,0.0203,0.4769,0.0352,0.0866,0.0386,0.0,0.0,0.0,0.0
0.3,pima,lr,oracle_deletion,0.5958,0.0362,0.5736,0.053,0.206,0.0734,1.0,0.0,0.0,0.0
0.3,pima,lr,random_deletion,0.5515,0.0173,0.5061,0.0298,0.1254,0.0375,0.1258,0.0255,0.0955,0.0174
0.3,yeast,hgb,class_proportional,0.7226,0.0245,0.708,0.0197,0.5639,0.0486,0.2457,0.0121,0.0561,0.0088
0.3,yeast,hgb,crcc_m,0.7238,0.0248,0.6803,0.017,0.6262,0.0549,0.1884,0.01,0.0189,0.0087
0.3,yeast,hgb,crcc_p_l0,0.7226,0.0245,0.708,0.0197,0.5639,0.0486,0.2457,0.0121,0.0561,0.0088
0.3,yeast,hgb,crcc_p_l025,0.7226,0.0245,0.708,0.0197,0.5639,0.0486,0.2457,0.0121,0.0561,0.0088
0.3,yeast,hgb,crcc_p_l05,0.7226,0.0245,0.708,0.0197,0.5639,0.0486,0.2457,0.0121,0.0561,0.0088
0.3,yeast,hgb,crcc_p_l10,0.7226,0.0245,0.708,0.0197,0.5639,0.0486,0.2457,0.0121,0.0561,0.0088
0.3,yeast,hgb,global_top_loss,0.5988,0.0326,0.6249,0.046,0.2066,0.0641,0.3689,0.0179,0.2939,0.009
0.3,yeast,hgb,no_cleaning,0.6181,0.0268,0.6407,0.0313,0.282,0.0536,0.0,0.0,0.0,0.0
0.3,yeast,hgb,oracle_deletion,0.6856,0.0269,0.7174,0.0268,0.4098,0.058,1.0,0.0,0.0,0.0
0.3,yeast,hgb,random_deletion,0.6224,0.0247,0.6422,0.0269,0.3016,0.0526,0.1396,0.0185,0.0976,0.0091
0.3,yeast,lr,class_proportional,0.7336,0.03,0.6699,0.0326,0.6852,0.0618,0.2726,0.0158,0.0409,0.0095
0.3,yeast,lr,crcc_m,0.7293,0.033,0.649,0.0286,0.718,0.0596,0.2024,0.0153,0.0171,0.0088
0.3,yeast,lr,crcc_p_l0,0.7336,0.03,0.6699,0.0326,0.6852,0.0618,0.2726,0.0158,0.0409,0.0095
0.3,yeast,lr,crcc_p_l025,0.7336,0.03,0.6699,0.0326,0.6852,0.0618,0.2726,0.0158,0.0409,0.0095
0.3,yeast,lr,crcc_p_l05,0.7336,0.03,0.6699,0.0326,0.6852,0.0618,0.2726,0.0158,0.0409,0.0095
0.3,yeast,lr,crcc_p_l10,0.7336,0.03,0.6699,0.0326,0.6852,0.0618,0.2726,0.0158,0.0409,0.0095
0.3,yeast,lr,global_top_loss,0.5049,0.0043,0.4661,0.0094,0.0109,0.0095,0.3791,0.0184,0.3526,0.0123
0.3,yeast,lr,no_cleaning,0.5443,0.0125,0.5412,0.0225,0.0951,0.0269,0.0,0.0,0.0,0.0
0.3,yeast,lr,oracle_deletion,0.6257,0.0164,0.6609,0.0212,0.2656,0.0336,1.0,0.0,0.0,0.0
0.3,yeast,lr,random_deletion,0.5528,0.0165,0.5552,0.0273,0.1115,0.0355,0.1396,0.0185,0.0976,0.0091
